Name,Studio,Genres
The Slime Diaries: That Time I Got Reincarnated as a Slime,8-Bit,"Adventure, Comedy, Fantasy, Shounen, Slice of Life, Isekai, Kingdom Building, Management, Monsters, Non-Human Protagonists, Person in a Strange World, Reincarnation, Slimes, Based on a 4-Koma Manga, Based on a Manga"
Quanzhi Fashi IV,Foch,"Action, Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel"
Durarara!! X2 The Third Arc: Dufufufu!,Shuka,"Supernatural, Based on a Light Novel"
Aria the OVA: Arietta,Hal Film Maker,"Sci Fi, Shounen, Slice of Life, Ocean, Based on a Manga"
The Dog of Flanders Movie,Nippon Animation,"Drama, 19th Century, Countryside, Dogs, Europe, Historical, Melancholy, Orphans, Pets, Poverty, Based on a Novel, Animal Abuse,, Mature Themes"
Nura: Rise of the Youkai Clan,Studio DEEN,"Action, Comedy, Shounen, Demons, Japanese Mythology, Monsters, Supernatural, Swordplay, Youkai, Based on a Manga"
Free! - Iwatobi Swim Club Specials,Animation Do,"Comedy, Sports, Childhood Friends, School Club, Swimming, Based on a Light Novel"
The God of High School,MAPPA,"Action, Fantasy, Hand to Hand Combat, Martial Arts, Superpowers, Tournaments, Based on a Webtoon, Violence"
Beyond the Boundary,Kyoto Animation,"Action, Drama, Fantasy, Contemporary Fantasy, Magic, School Life, Urban Fantasy, Based on a Light Novel"
Genshiken 2,ARMS,"Comedy, Drama, Ecchi, Seinen, Slice of Life, College, Doujinshi Industry, Manga Industry, Otaku Culture, Parody, Satire, School Club, School Life, Based on a Manga"
Inu X Boku Secret Service Special,David Production,"Comedy, Romance, Shounen, Age Gap, Apartment Life, Bodyguards, Contemporary Fantasy, Japanese Mythology, Neighbors, Non-Human Protagonists, Supernatural, Youkai, Based on a Manga"
The Irregular at Magic High School Movie: The Girl Who Summons the Stars,8-Bit,"Action, Drama, Sci Fi, Island, Magic, Military, Based on a Light Novel"
Kingdom,IKIF+,"Action, Drama, Seinen, Ancient China, Historical, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, CG Animation"
Interviews with Monster Girls: The Demi-chans' Summer Break,A-1 Pictures,"Comedy, Seinen, Slice of Life, Monster Girls, Supernatural, Vampires, Based on a Manga"
Kabaneri of the Iron Fortress Movie: The Battle of Unato,WIT Studio,"Action, Drama, Fantasy, Horror, Apocalypse, Dark Fantasy, Guns, Pandemic, Steampunk, Trains, Zombies, Original Work, Violence"
Detective Conan: The Burning Galactic Railway,TMS Entertainment,"Adventure, Mystery, Based on a Manga"
Quanzhi Fashi V,Foch,"Action, Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel"
Ghost in the Shell: Arise,Production I.G,"Action, Sci Fi, Cyberpunk, Cyborgs, Based on a Manga"
Rurouni Kenshin Movie,Gallop,"Drama, Shounen, 19th Century, Feudal Japan, Historical, Samurai, Swordplay, Based on a Manga"
Naruto Shippuden Movie 5: Blood Prison,Pierrot,"Action, Shounen, Island, Ninja, Prison, Based on a Manga"
Saga of Tanya the Evil: Operation Desert Pasta,NUT,"Action, Fantasy, Seinen, Desert, Food and Beverage, Guns, Isekai, Magic, Military, Person in a Strange World, Reincarnation, Shorts, War, Based on a Light Novel"
Fate/stay night: Unlimited Blade Works Movie,Studio DEEN,"Action, Fantasy, Contemporary Fantasy, Magic, Superpowers, Urban Fantasy, Based on a Visual Novel, Violence"
Yowamushi Pedal The Movie,8 Pan,"Shounen, Sports, Cycling, Racing, School Club, School Life, Tournaments, Based on a Manga"
A Day Before Us ZERO,LICO,"Romance, Korean Animation, Short Episodes, Original Work"
High School DxD Hero,Passione,"Action, Ecchi, Fantasy, Harem, Shounen, Angels, Contemporary Fantasy, Demons, Japanese Mythology, Newly Co-ed School, Non-Human Protagonists, Norse Mythology, School Life, Based on a Light Novel, Nudity,, Sexual Content"
Chivalry of a Failed Knight,Nexus,"Action, Comedy, Ecchi, Fantasy, Contemporary Fantasy, Elemental Powers, Magic, Magic School, School Life, Swordplay, Tournaments, Urban Fantasy, Based on a Light Novel"
Saiyuki Reload: Burial,ARMS,"Action, Adventure, Comedy, Fantasy, Josei, Journey to the West, Based on a Manga"
Hidamari Sketch x Hoshimittsu Specials,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Based on a 4-Koma Manga, Based on a Manga"
Zan Sayonara Zetsubou Sensei Bangaichi,SHAFT,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, Teaching, Based on a Manga"
Last Exile,GONZO,"Adventure, Fantasy, Sci Fi, Aviation, Military, Steampunk, Original Work"
Days 2nd Season,MAPPA,"Comedy, Drama, Shounen, Sports, School Life, Soccer, Based on a Manga"
The Morose Mononokean,St. Signpost,"Fantasy, Shounen, Contemporary Fantasy, Exorcists, Iyashikei, Japanese Mythology, Lifestyle Change, School Life, Supernatural, Youkai, Based on a Manga"
Ni Tian Zhizun,Soyep,"Action, Fantasy, Chinese Animation, Short Episodes, Based on a Web Novel, CG Animation"
Boruto: Naruto the Movie,Pierrot,"Action, Shounen, Ninja, Based on a Manga"
Ani ni Tsukeru Kusuri wa Nai! 3,Fanworks,"Comedy, Slice of Life, Chinese Animation, School Life, Short Episodes, Siblings, Based on a Webtoon"
Grimgar of Fantasy and Ash,A-1 Pictures,"Action, Adventure, Drama, Fantasy, Guilds, Isekai, MMORPG, Monsters, Person in a Strange World, RPG, Weak to Strong, Based on a Light Novel, Violence"
FLCL,GAINAX,"Action, Comedy, Romance, Sci Fi, Coming of Age, Non-Human Protagonists, Robots, Slapstick, Original Work"
Carnival Phantasm,Lerche,"Comedy, Fantasy, Crossover, Gag, Parody, Based on a Manga"
Wan Jie Xian Zong 4th Season,Ruo Hong Culture,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga"
Fairy Tail OVA,A-1 Pictures,"Comedy, Fantasy, Shounen, Magic, Based on a Manga"
Digimon Adventure Tri. Movie 2: Determination,Toei Animation,"Action, Drama, Sci Fi, Monsters"
Kino's Journey: Life Goes On,A.C.G.T,"Adventure, Drama, Fantasy, Coming of Age, Melancholy, Motorcycles, Based on a Light Novel, Violence"
InuYasha The Movie 3: Swords of an Honorable Ruler,Sunrise,"Action, Fantasy, Shounen, Animal Characteristics, Feudal Japan, Non-Human Protagonists, Person in a Strange World, Swordplay, Based on a Manga"
To Love Ru: Darkness OVA,XEBEC,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Love Triangle, Non-Human Protagonists, Panty Shots, Based on a Manga, Nudity,, Sexual Content"
Tiger & Bunny The Movie: The Rising,Sunrise,"Action, Comedy, Sci Fi, Superheroes, Superpowers, Original Work"
Towanoquon Movie 6: Eternal Quon,Bones,"Sci Fi, Supernatural, Superpowers, Original Work"
Sora no Aosa wo Shiru Hito yo,CloverWorks,"Drama, Romance, Music, Time Travel, Unrequited Love, Original Work"
Lupin III: Jigen's Gravestone,Telecom Animation Film,"Action, Criminals, Guns, Noir, Thieves, Explicit Violence,, Nudity"
Hidamari Sketch x Hoshimittsu,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Boarding House, Iyashikei, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga"
Nisekoi,SHAFT,"Comedy, Harem, Romance, Shounen, Slice of Life, Childhood Promise, Fake Romance, Gangs, Romantic Comedy, School Life, Tsundere, Yakuza, Based on a Manga"
To Love Ru: Darkness,XEBEC,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Cohabitation, Interspecies Relationship, Love Triangle, Non-Human Protagonists, Panty Shots, Royalty, School Life, Based on a Manga, Nudity,, Sexual Content"
Mobile Suit Gundam SEED,Sunrise,"Action, Drama, Mecha, Sci Fi, Outer Space, Real Robot, Rivalries, War, Original Work, Sexual Content"
Legend of the Galactic Heroes: Die Neue These,Production I.G,"Drama, Sci Fi, Military, Outer Space, Political, Space Opera, War, Based on a Novel, Violence"
Hetalia: World Series Extra Episodes,Studio DEEN,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Parody, Political, Satire, Short Episodes, Based on a Manga"
Yuru Yuri Nachu Yachumi!+,TYO Animations,"Comedy, Seinen, Slice of Life, Based on a Manga"
Out of Sight,Summer 2010,"Adventure, Disability, Family Friendly, Shorts"
Saint Seiya: The Hades Chapter - Inferno,Toei Animation,"Action, Fantasy, Sci Fi, Shounen, Hand to Hand Combat, Power Suits, Superpowers, Violence"
Cardcaptor Sakura,MADHOUSE,"Fantasy, Magical Girl, Shoujo, Contemporary Fantasy, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Urban Fantasy, Based on a Manga"
Rilakkuma and Kaoru,Dwarf,"Slice of Life, Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Non-Human Protagonists, San-X Characters, Short Episodes, Stop Motion Animation"
Dragon Ball Z Movie 14: Battle of Gods,Toei Animation,"Action, Comedy, Shounen, Aliens, Gods, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
The Royal Tutor Movie,Tear Studio,"Drama, Shounen, Chibi, Historical, Royalty, Siblings, Teaching, Tutors, Based on a Manga"
Yamada-kun and the Seven Witches,LIDEN FILMS,"Comedy, Romance, Shounen, Body Swapping, Gender Bender, Romantic Comedy, School Club, School Life, Supernatural, Witches, Based on a Manga"
Kuma Kuma Kuma Bear,EMT Squared,"Adventure, Comedy, Fantasy, Bears, Isekai, Magic, Monsters, Overpowered Main Characters, Person in a Strange World, RPG, Based on a Light Novel"
Is this a Zombie? Of the Dead,Studio DEEN,"Comedy, Ecchi, Fantasy, Magical Girl, Shounen, Contemporary Fantasy, Crossdressing, Henshin Heroes, Magic, Parody, School Life, Urban Fantasy, Zombies, Based on a Light Novel"
She and Her Cat: Everything Flows,LIDEN FILMS Kyoto Studio,"Drama, Slice of Life, Animal Protagonists, Cats, Family Friendly, Loneliness, Melancholy, Non-Human Protagonists, Pets, Short Episodes, Original Work"
Tegami Bachi: Letter Bee Reverse,St. Signpost,"Fantasy, Shounen, Insects, Steampunk, Based on a Manga"
Love Stage!! OVA,J.C.Staff,"BL, Comedy, Romance, Shounen-ai, Adult Couples, LGBT Themes, Mature Romance, Based on a Manga"
Maria Watches Over Us Season 3,Studio DEEN,"Drama, GL, Shoujo-ai, School Life, Based on a Light Novel"
Tekkon Kinkreet,Studio 4°C,"Action, Drama, Fantasy, Seinen, Codependency, Gangs, Psychological, Urban Fantasy, Yakuza, Based on a Manga, Violence"
Aggretsuko (2016),Fanworks,"Comedy, Slice of Life, Animal Protagonists, Anthropomorphic, Coworkers, Non-Human Protagonists, Sanrio Characters, Short Episodes, Work Life, Original Work"
Haibane Renmei,Radix Ace Entertainment,"Drama, Fantasy, Slice of Life, Afterlife, Amnesia, Angels, Countryside, Based on a Doujinshi"
The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm,Studio Kafka,"Drama, Fantasy, Romance, Apprenticeship, Contemporary Fantasy, England, Europe, Interspecies Relationship, Magic, Non-Human Protagonists, Orphans, Based on a Manga"
Baka and Test - Summon the Beasts OVA,SILVER LINK.,"Comedy, School Life, Based on a Light Novel"
One-Punch Man 2 Specials,J.C.Staff,"Comedy, Seinen, Slice of Life, Overpowered Main Characters, Superheroes, Superpowers, Based on a Manga"
ORESUKI: Are you the only one who loves me? Ore-tachi no Game Set,CONNECT,"Comedy, Harem, Romance, Shounen, Romantic Comedy, Based on a Light Novel"
School Rumble,Studio Comet,"Comedy, Romance, Shounen, Delinquents, Episodic, Gag, Love Triangle, Romantic Comedy, School Life, Unrequited Love, Based on a Manga"
Goblin Slayer: Goblin's Crown,WHITE FOX,"Action, Adventure, Fantasy, Seinen, Dark Fantasy, Medieval, Monsters, Based on a Light Novel, Explicit Violence,, Mature Themes,, Physical Abuse"
Mobile Suit Gundam 00 Special Edition II: End of World,Sunrise,"Action, Mecha, Sci Fi, Real Robot, Original Work"
Working!!,A-1 Pictures,"Comedy, Romance, Seinen, Slice of Life, Androphobia, Coworkers, Restaurants, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Thus Spoke Kishibe Rohan,David Production,"Horror, Mystery, Shounen, Supernatural, Based on a Manga, Explicit Violence"
Special A,AIC,"Comedy, Romance, Shoujo, Rivalries, Romantic Comedy, Based on a Manga"
Cells at Work!!,David Production,"Action, Comedy, Shounen, Anthropomorphic, Educational, Episodic, Medical, Non-Human Protagonists, Based on a Manga, Violence"
Mobile Suit Gundam 00 Special Edition I: Celestial Being,Sunrise,"Action, Mecha, Sci Fi, Real Robot, Original Work"
The Familiar of Zero F,J.C.Staff,"Comedy, Fantasy, Isekai, Magic, Magic School, Master-Servant Relationship, Person in a Strange World, School Life, Tsundere, Based on a Light Novel"
Hybrid Child,Studio DEEN,"BL, Drama, Romance, Shounen-ai, Androids, Feudal Japan, Historical, Non-Human Protagonists, Robots, Samurai, Based on a Manga"
The Prince of Tennis Movie 2: Eikoku-shiki Teikyuu Shiro Kessen!,M.S.C.,"Shounen, Sports, Tennis, Based on a Manga"
Sweetness & Lightning,3xCube,"Comedy, Drama, Seinen, Slice of Life, Anime no Me, Childcare, Cooking, Death of a Loved One, Family Life, Food and Beverage, Iyashikei, Recipes, Single Parent, Based on a Manga"
Hidamari Sketch x 365,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Boarding House, Iyashikei, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga"
My Hero Academia: Training of the Dead,Bones,"Action, Comedy, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga"
High School DxD,TNK,"Action, Ecchi, Fantasy, Harem, Shounen, Contemporary Fantasy, Demons, Newly Co-ed School, School Life, Based on a Light Novel, Nudity,, Sexual Content"
Tokyo Ghoul √A,Pierrot,"Action, Horror, Seinen, Psychological, Supernatural, Thriller, Based on a Manga, Cannibalism,, Violence"
The Kawai Complex Guide to Manors and Hostel Behavior,Brain's Base,"Comedy, Romance, Seinen, Slice of Life, Boarding House, Neighbors, Romantic Comedy, Based on a Manga"
Gangsta.,Manglobe,"Action, Seinen, Disability, Gangs, Based on a Manga, Drug Use,, Explicit Violence,, Mature Themes,, Physical Abuse,, Prostitution,, Sexual Content"
Heaven's Lost Property Movie 1: The Angeloid of Clockwork,AIC ASTA,"Comedy, Ecchi, Fantasy, Shounen, Angels, Panty Shots, Based on a Manga"
Princess Tutu,Hal Film Maker,"Drama, Fantasy, Magical Girl, Romance, Animal Transformation, Ballet Dancing, Boarding School, Classical Music, Dancing, Henshin Heroes, Magic, Music, Non-Human Protagonists, Royalty, Star-Crossed Lovers, Original Work"
"Don't Toy With Me, Miss Nagatoro",Telecom Animation Film,"Comedy, Ecchi, Romance, Shounen, School Life, Senpai-Kouhai Relationship, Based on a Manga"
Re:ZERO -Starting Life in Another World- The Frozen Bond,WHITE FOX,"Fantasy, Seinen, Forest, Loneliness, Magic, Melancholy, Monsters, Non-Human Protagonists, Based on a Light Novel, Violence"
Yaoshenji,Ruo Hong Culture,"Action, Fantasy, Chinese Animation, Cultivation, Martial Arts, Short Episodes, Time Travel, Xianxia, Based on a Web Novel, CG Animation"
Good Luck Girl!,Sunrise,"Comedy, Shounen, Breaking the Fourth Wall, Gag, Gods, Non-Human Protagonists, Parody, School Life, Supernatural, Based on a Manga"
To Love Ru: Darkness 2nd,XEBEC,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Cohabitation, Interspecies Relationship, Love Triangle, Non-Human Protagonists, Panty Shots, Royalty, School Life, Based on a Manga, Nudity,, Sexual Content"
Words Bubble Up Like Soda Pop,Sublimation,"Drama, Romance, Music, Writers, Original Work"
Magical Girl Lyrical Nanoha: Detonation,Seven Arcs,"Action, Magical Girl, Henshin Heroes, Magic, Original Work, Violence"
Tales of Vesperia ~The First Strike~,Production I.G,"Action, Adventure, Fantasy, Magic, Medieval, Swordplay, Based on a Video Game"
Gankutsuou: The Count of Monte Cristo,GONZO,"Drama, Mystery, Sci Fi, Abstract, Europe, France, Nobility, Thriller, Based on a Novel"
Full Metal Panic! Invisible Victory,XEBEC,"Action, Comedy, Mecha, Sci Fi, Shounen, Guns, Military, Real Robot, Tsundere, Based on a Light Novel, Violence"
Hugtto! Pretty Cure x Futari wa Pretty Cure Movie: All Stars Memories,Toei Animation,"Action, Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic"
Danganronpa 3: The End of Hope's Peak Academy- Hope Arc,Lerche,"Mystery, High Stakes Games, Play or Die, Psychological, Based on a Video Game, Violence"
Irresponsible Captain Tylor,Tatsunoko Production,"Adventure, Comedy, Sci Fi, Aliens, Military, Outer Space, Space Opera, Based on a Light Novel"
Baki: The Great Raitai Tournament Saga,TMS Entertainment,"Action, Shounen, Sports, Hand to Hand Combat, Martial Arts, Tournaments, Based on a Manga, Explicit Violence"
Re:ZERO -Starting Life in Another World- Memory Snow,WHITE FOX,"Comedy, Fantasy, Seinen, Slice of Life, Cheats, Isekai, Magic, Person in a Strange World, Time Travel, Based on a Light Novel"
Forest of Piano Movie,MADHOUSE,"Drama, Classical Music, Music, School Life, Based on a Manga"
Dragon Ball Z Kai,Toei Animation,"Action, Comedy, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga"
The Princess and the Pilot,MADHOUSE,"Romance, Aviation, Mercenaries, Military, Social Gap, War, Based on a Light Novel"
Yakitate!! Japan,Sunrise,"Comedy, Shounen, Baking, Food and Beverage, Parody, Tournaments, Based on a Manga"
The Irregular at Magic High School: Visitor Arc,8-Bit,"Action, Drama, Sci Fi, Brother Complex, Magic, Magic School, School Life, Siblings, Based on a Light Novel"
One Piece Movie 4: Dead End Adventure,Toei Animation,"Action, Adventure, Shounen, Ocean, Pirates, Racing, Superpowers, Based on a Manga, Violence"
Hellsing,GONZO,"Action, Horror, Seinen, Conspiracy, England, Europe, Guns, Master-Servant Relationship, Non-Human Protagonists, Overpowered Main Characters, Supernatural, Vampires, Based on a Manga, Mature Themes,, Sexual Content,, Suicide,, Violence"
Inuyashiki: Last Hero,MAPPA,"Action, Drama, Sci Fi, Seinen, Lifestyle Change, noitaminA, Overpowered Main Characters, Psychological, Psychopaths, Serial Killers, Superheroes, Vigilantes, Based on a Manga, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence"
Persona 3 the Movie 2: Midsummer Knight's Dream,A-1 Pictures,"Fantasy, Supernatural, Based on a Video Game"
Jueshi Wu Hun,Soyep,"Adventure, Fantasy, Chinese Animation, Short Episodes, Based on a Web Novel, CG Animation"
Maison Ikkoku,Studio DEEN,"Comedy, Drama, Romance, Seinen, Apartment Life, Boarding House, Coming of Age, Love Triangle, Neighbors, Based on a Manga, Nudity"
Maria Watches Over Us Season 4,Studio DEEN,"Drama, GL, Shoujo-ai, LGBT Themes, School Life, Based on a Light Novel"
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,SATELIGHT,"Drama, Fantasy, Mystery, Romance, Slice of Life, Island, Magic, Military, Post-apocalyptic, Based on a Light Novel"
Xue Ying Lingzhu,Mili Pictures,"Action, Fantasy, Ancient China, Chinese Animation, Nobility, Based on a Web Novel, CG Animation"
Beyond the Boundary Movie: I'll Be Here - Past,Kyoto Animation,"Action, Drama, Fantasy, Contemporary Fantasy, Magic, Recap, Urban Fantasy, Based on a Light Novel"
Trinity Seven Movie 2: Heavens Library & Crimson Lord,Seven Arcs,"Action, Ecchi, Fantasy, Harem, Shounen, Magic, Magic School, Based on a Manga, Sexual Content"
Wu Geng Ji,Sparkly Key Animation Studio,"Action, Fantasy, Ancient China, Chinese Animation, Superpowers, Based on a Manga, CG Animation"
Beyond the Boundary: Shinonome,Kyoto Animation,"Action, Fantasy, Contemporary Fantasy, Magic, Urban Fantasy, Based on a Light Novel, Violence"
Food Wars! Jump Festa 2016 Special,J.C.Staff,"Ecchi, Shounen, Slice of Life, Cooking, Food and Beverage, Based on a Manga"
Strawberry Marshmallow OVA,Daume,"Comedy, Shounen, Slice of Life, Based on a Manga"
Fanren Xiu Xian Chuan Specials: Yan Jia Bao Dazhan,Original Force,"Fantasy, Chinese Animation, CG Animation"
By the Grace of the Gods,Maho Film,"Adventure, Fantasy, Slice of Life, Isekai, Iyashikei, Magic, Monsters, Person in a Strange World, Reincarnation, Slimes, Slow Life, Based on a Light Novel, Explicit Violence"
Initial D Battle Stage 2,A.C.G.T,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga"
Ranma 1/2 OVA,Studio DEEN,"Comedy, Harem, Shounen, Christmas, Gender Bender, Martial Arts, Tsundere, Based on a Manga"
Haikara-San: Here Comes Miss Modern Part 1,Nippon Animation,"Comedy, Drama, Romance, Shoujo, Historical, War, Based on a Manga"
Banner of the Stars II,Sunrise,"Sci Fi, Outer Space, Political, Space Opera, War, Based on a Novel"
Towanoquon Movie 4: The Roaring Anxiety,Bones,"Sci Fi, Supernatural, Superpowers, Original Work"
Shiki,Daume,"Horror, Mystery, Countryside, noitaminA, Psychological, Supernatural, Vampires, Based on a Light Novel, Explicit Violence,, Mature Themes,, Physical Abuse"
Psycho-Pass SS: Case. 2 - First Guardian,Production I.G,"Sci Fi, Cyberpunk, Dystopia, Military, Noir, Police, Original Work, Explicit Violence"
"Love, Chunibyo & Other Delusions! Heart Throb",Kyoto Animation,"Comedy, Drama, Romance, Childhood Friends, School Life, Based on a Light Novel"
School-Live!,Lerche,"Horror, Seinen, Apocalypse, Melancholy, Mental Illness, Orphans, Pandemic, Psychological, School Club, School Life, Survival, Zombies, Based on a Manga"
The Prince of Tennis: Another Story II - Ano Toki no Bokura,Production I.G,"Shounen, Sports, Tennis, Based on a Manga"
"Black Butler: His Butler, Performer",A-1 Pictures,"Comedy, Shounen, 19th Century, Butlers, Demons, England, Europe, Non-Human Protagonists, Based on a Manga"
Death Note Rewrite 2: L's Successors,MADHOUSE,"Mystery, Crime, Criminals, Mind Games, Psychological, Psychopaths, Serial Killers, Shinigami, Supernatural, Vigilantes"
Saekano: How to Raise a Boring Girlfriend Flat,A-1 Pictures,"Comedy, Drama, Harem, Romance, Doujinshi Industry, noitaminA, Otaku Culture, Video Game Industry, Based on a Light Novel"
No. 6,Bones,"BL, Sci Fi, Shounen-ai, Dystopia, Isolated Society, LGBT Themes, noitaminA, Post-apocalyptic, Based on a Light Novel"
Hetalia: The Beautiful World Specials,Studio DEEN,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Parody, Political, Satire, Based on a Manga"
Tsuredure Children,Studio Gokumi,"Comedy, Romance, Shounen, Episodic, Love Confession, Romantic Comedy, School Life, Based on a 4-Koma Manga, Based on a Manga"
Sekirei: Pure Engagement,Seven Arcs,"Ecchi, Harem, Seinen, Hand to Hand Combat, Panty Shots, Based on a Manga, Mature Themes,, Physical Abuse"
Lucky Star,Kyoto Animation,"Comedy, Shounen, Slice of Life, Episodic, Gag, Otaku Culture, Parody, School Life, Based on a 4-Koma Manga, Based on a Manga"
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",Project No.9,"Comedy, Drama, Ecchi, Romance, Shounen, Age Gap, Cohabitation, Salaryman, Based on a Light Novel, Explicit Sex,, Mature Themes,, Suicide"
Haré+Guu FINAL,Kyoto Animation,"Comedy, Shounen, Slice of Life, Gag, Overpowered Main Characters, Parody, Based on a Manga"
Gargantia on the Verdurous Planet,Production I.G,"Action, Adventure, Mecha, Sci Fi, Isolated Society, Ocean, Person in a Strange World, Post-apocalyptic, Real Robot, Robots, Sentient Mecha, Ship, Original Work"
Tsubasa Reservoir Chronicle 2nd Season,BEE TRAIN,"Adventure, Fantasy, Romance, Shounen, Amnesia, Curse, Fated Lovers, Based on a Manga"
White Snake,Light Chaser Animation,"Action, Adventure, Fantasy, Ancient China, Chinese Animation, Martial Arts, CG Animation"
Arashi no Yoru ni,Group TAC,"Drama, Animal Protagonists, Countryside, Family Friendly, Non-Human Protagonists, Based on a Novel"
Ghost in the Shell 2: Innocence,Production I.G,"Sci Fi, Cyberpunk, Cyborgs, Hacking, Based on a Manga"
The Garden of Sinners Remix: Gate of Seventh Heaven,ufotable,"Action, Mystery, Overpowered Main Characters, Recap, Supernatural, Based on a Light Novel"
Pandora Hearts,XEBEC,"Action, Comedy, Fantasy, Mystery, Shounen, Alice in Wonderland, Nobility, Based on a Manga"
Twittering Birds Never Fly ~The Clouds Gather~,GRIZZLY,"BL, Drama, Romance, Yaoi, Adult Couples, Bodyguards, Boss-Employee Relationship, Criminals, Gangs, Mature Romance, Yakuza, Based on a Manga, Explicit Sex,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Violence"
K: Seven Stories Movie 4 - Lost Small World ~Outside the Cage~,GoHands,"Action, Delinquents, Gangs, School Life, Supernatural, Superpowers, Original Work"
Minami-ke Tadaima,feel.,"Comedy, Seinen, Slice of Life, Gag, Siblings, Based on a Manga"
Is the Order a Rabbit?? Season 2,Kinema Citrus,"Comedy, Seinen, Slice of Life, Cafe, Coworkers, Iyashikei, Rabbits, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Ze Tian Ji 4th Season,Foch,"Action, Adventure, Fantasy, Chinese Animation, Cultivation, Based on a Web Novel"
Hi Score Girl,J.C.Staff,"Comedy, Drama, Romance, Seinen, Coming of Age, Historical, Video Game Industry, Based on a Manga, CG Animation"
Full Moon wo Sagashite,Studio DEEN,"Magical Girl, Romance, Shoujo, Age Transformation, Idols, Illness, Magic, Music, Shinigami, Showbiz, Work Life, Based on a Manga"
Aikatsu! The Movie,Sunrise,"Idols, Music, Showbiz, Based on a Card Game"
Darwin's Game,Nexus,"Action, Drama, Sci Fi, Shounen, High Stakes Games, Play or Die, Psychological, PVP, Superpowers, Based on a Manga, Violence"
Mobile Suit Gundam: Thunderbolt,Sunrise,"Action, Mecha, Sci Fi, Seinen, Military, Psychological, Real Robot, War, Based on a Manga, Drug Use,, Mature Themes,, Violence"
"The Familiar of Zero: ""Rondo"" of Princesses",J.C.Staff,"Comedy, Fantasy, Isekai, Magic, Magic School, Master-Servant Relationship, Person in a Strange World, School Life, Tsundere, Based on a Light Novel"
Colorful (2010),Ascension,"Drama, Slice of Life, Angels, School Life, Supernatural, Based on a Novel, Mature Themes,, Suicide"
Iga no Kabamaru,Gallop,"Comedy, Shoujo, School Life, Based on a Manga"
Fox Spirit Matchmaker Season 5,Haoliners Animation League,"Action, Fantasy, Romance, Chinese Animation, Non-Human Protagonists, Based on a Manga, Mature Themes"
Mobile Suit Gundam Wing: Operation Meteor,Sunrise,"Action, Mecha, Sci Fi, Recap"
Yowamushi Pedal: Glory Line,8 Pan,"Sports, Cycling, Racing, School Club, Based on a Manga"
"Sayonara, Zetsubou-Sensei",SHAFT,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, Teaching, Based on a Manga, Mature Themes,, Suicide"
Ranma 1/2 Akumu! Shunmin Kou,Studio DEEN,"Comedy, Harem, Romance, Shounen, Martial Arts, Based on a Manga, Nudity"
Girls und Panzer: This is the Real Anzio Battle!,Actas,"Action, Military, Military School, School Club, School Life, Tournaments, Original Work"
Aria the Avvenire,TYO Animations,"Sci Fi, Shounen, Slice of Life, Apprenticeship, Iyashikei, Ocean, Based on a Manga"
Detective Conan: Black History 2,TMS Entertainment,"Mystery, Shounen, Detectives, Recap"
Obey Me!,Colored Pencil Animation Japan,"Fantasy, Demons, Short Episodes, Based on a Mobile Game, Based on an Otome Game"
Miss Kobayashi's Dragon Maid S Specials,Kyoto Animation,"Comedy, Fantasy, Seinen, Slice of Life, Animal Characteristics, Cohabitation, Dragons, Maids, Monster Girls, Non-Human Protagonists, Reverse Isekai, Roommates, Urban Fantasy, Based on a Manga"
